,Leader,Leader Unison,Main 2,Unison 2,Main 3,Unison 3,L Weapon,L Soul,2 Weapon,2 Soul,3 Weapon,3 Soul,L4,L5,L6,LU4,LU5,LU6,24,25,26,2U4,2U5,2U6,34,35,36,3U4,3U5,3U6,URL,Date
895,Rem,Mordiaga,Sha Suzu,Mizuchi,Rain,Keira,Maltet,Blaugandr,Yata-no-Kagami,Yata-no-Kagami,Blaugandr,A Treatise on War,3,0,0,3,3,0,0,0,0,0,0,0,5,0,0,1,5,0,"https://eliya-bot.herokuapp.com/comp/rem-desert_wizard-student_gunsmith-onmyo_attendant-spry_sailor-palpebra_knight_lady-spear_0005-staff_0025-acce_0014_boss_unique-acce_0014_boss_unique-staff_0025-book_0004@2--,22-,---,---,4--,04-.png",2022-01-21 23:52:00
896,Marcus,Rams,Beaucy,Sha Suzu,Rhode,HRenoir,Aegaeon's Axe,Astrolabe Staff,Electric Dagger,Yata-no-Kagami,Philebus,Electric Dagger,2,2,2,1,1,6,6,0,0,0,0,0,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/elder_guild_fighter-thunder_dragon-heavenly_two-student_gunsmith-girl_and_mecha-fox_scientist_hw20-axe_0025_decay-staff_0009-sword_0027-acce_0014_boss_unique-book_0010-sword_0027@111,005,5--,---,---,005.png",2022-01-20 12:15:00
897,WSuizen,XBianca,Ryunon,Marnie,Kikuno,Marina,Lava Scepter,Prometheus Blade,Infernal Axe,Infernal Axe,Prometheus Blade,Infernal Axe,6,6,6,1,1,6,0,0,0,6,0,0,6,6,6,6,0,0,"https://eliya-bot.herokuapp.com/comp/onmyoji_boy_wt21-lady_summoner_xm20-shadow_redhood-pretty_witch-compliment_oiran-pirates_girl-staff_0028-sword_0012-axe_0030-axe_0030-sword_0012-axe_0030@555,005,---,5--,555,5--.png",2022-01-20 03:54:00
898,Stella,Razelt,Orvelle,APhiria,Lilith,Firamelia,Haniion,Yata-no-Kagami,Parashu,Yata-no-Kagami,Bonds Forged in Flame,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/stella_2anv-prince_zero-high_priestess-wind_oracle_1anv-resistance_princess-lamp_guide-acce_0025_haniwa-acce_0014_boss_unique-axe_0024-acce_0014_boss_unique-main_chapter_orb_7-acce_0014_boss_unique@---,---,---,---,---,---.png",2022-01-19 16:54:00
899,Rem,Mordiaga,Rakisha,Cipher,Emilia,Nate,Claws of the Deep,Blaugandr,Yata-no-Kagami,Golden Rake,Golden Rake,Golden Rake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-desert_wizard-drawing_witch-ice_witch-emilia-hero_girl-fist_0020_boss_unique-staff_0025-acce_0014_boss_unique-axe_0021_storyevent-axe_0021_storyevent-axe_0021_storyevent@---,---,---,---,---,---.png",2022-01-18 01:36:00
900,Rem,Selene,Emilia,Cipher,Yuki,SMarina,Seafang Spear,Hunter’s Rifle,Yata-no-Kagami,A Treatise on War,Juturna's Fan,Blaugandr,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-commander-emilia-ice_witch-psychic_yuki-pirates_girl_smr20-spear_0029_raid-gun_0013_boss_unique-acce_0014_boss_unique-book_0004-sword_0042_decay-staff_0025@5--,5--,---,---,---,---.png",2022-01-18 00:51:00
901,Shuilong,PShuilong,Rakisha,XBianca,Cipher,Conner,Parashu,Blaugandr,Yata-no-Kagami,Blaugandr,Blaugandr,Blaugandr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/waterdragon_kunfu-waterdragon_kunfu_proud-drawing_witch-lady_summoner_xm20-ice_witch-spearman-axe_0024-staff_0025-acce_0014_boss_unique-staff_0025-staff_0025-staff_0025@---,---,---,---,---,---.png",2022-01-17 21:21:00
902,Rem,PShuilong,Rakisha,Yuki,Cipher,Nate,Parashu,Blaugandr,Juturna's Fan,Juturna's Fan,Yata-no-Kagami,Juturna's Fan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-waterdragon_kunfu_proud-drawing_witch-psychic_yuki-ice_witch-hero_girl-axe_0024-staff_0025-sword_0042_decay-sword_0042_decay-acce_0014_boss_unique-sword_0042_decay@---,---,---,---,---,---.png",2022-01-17 18:26:00
903,ACipher,Mizuchi,Yuki,Nate,Rem,PShuilong,Spine of the Deep,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,Parashu,Morning Star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-onmyo_attendant-psychic_yuki-hero_girl-rem-waterdragon_kunfu_proud-sword_0025_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique-axe_0024-axe_0023_RCollab@---,---,---,---,---,---.png",2022-01-17 03:20:00
904,Marcus,Mino,Beaucy,HRenoir,Sha Suzu,Jay,Aegaeon's Axe,Hanipaneus,Yata-no-Kagami,Yata-no-Kagami,Lost Tome of Archeus,Lost Tome of Archeus,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/elder_guild_fighter-minotaur_girl-heavenly_two-fox_scientist_hw20-student_gunsmith-cat_shaman-axe_0025_decay-sword_0046_haniwa-acce_0014_boss_unique-acce_0014_boss_unique-book_0028_storyevent-book_0028_storyevent@000,---,0--,---,---,---.png",2022-01-16 17:55:00
905,Shuilong,Rem,Rakisha,Cipher,Emilia,Nate,Parashu,Blaugandr,Yata-no-Kagami,Juturna's Fan,Juturna's Fan,Juturna's Fan,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,"https://eliya-bot.herokuapp.com/comp/waterdragon_kunfu-rem-drawing_witch-ice_witch-emilia-hero_girl-axe_0024-staff_0025-acce_0014_boss_unique-sword_0042_decay-sword_0042_decay-sword_0042_decay@555,555,555,555,555,000.png",2022-01-16 17:34:00
906,Rem,PShuilong,Rakisha,Cipher,Mamnalia,Nate,Parashu,Morning Star,Yata-no-Kagami,Yata-no-Kagami,Hanilauncher,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-waterdragon_kunfu_proud-drawing_witch-ice_witch-holy_mother-hero_girl-axe_0024-axe_0023_RCollab-acce_0014_boss_unique-acce_0014_boss_unique-gun_0015_haniwa-acce_0014_boss_unique@---,---,---,---,---,---.png",2022-01-16 15:24:00
907,Shuilong,Rem,Nagato Yuki,XBianca,Cipher,Melmyna,Parashu,Blaugandr,Blaugandr,Blaugandr,Yata-no-Kagami,Blaugandr,6,6,6,6,6,6,0,0,0,6,6,6,1,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/waterdragon_kunfu-rem-nagato_yuki-lady_summoner_xm20-ice_witch-sanctuary_guard-axe_0024-staff_0025-staff_0025-staff_0025-acce_0014_boss_unique-staff_0025@555,555,---,555,055,---.png",2022-01-16 15:10:00
908,Marcus,Mino,Sha Suzu,Jay,Renoir,HRenoir,Aegaeon's Axe,Thor's Hammer,Yata-no-Kagami,Yata-no-Kagami,Electric Dagger,Philebus,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/elder_guild_fighter-minotaur_girl-student_gunsmith-cat_shaman-fox_scientist-fox_scientist_hw20-axe_0025_decay-axe_0009-acce_0014_boss_unique-acce_0014_boss_unique-sword_0027-book_0010@555,555,---,---,---,---.png",2022-01-16 13:20:00
909,WSuizen,Lyla,Pishika,Marnie,Marina,Kikuno,Infernal Axe,Heatwave Blade,Beared Fang,Heatwave Blade,Partizan,Beared Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/onmyoji_boy_wt21-unyielding_adventurer-nurse_pirate-pretty_witch-pirates_girl-compliment_oiran-axe_0030-sword_0035-sword_0050_boss_unique-sword_0035-spear_0008-sword_0050_boss_unique@---,---,---,---,---,005.png",2022-01-16 04:21:00
910,AMarina,SAzel,Ryunon,WSuizen,Marina,XBianca,Parashu,Shield of the Ideal King,Spear of the Ancient King,Spear of the Ancient King,Deimos' Bangle,Prometheus Blade,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/pirates_girl_2anv-dragon_slayer_smr21-shadow_redhood-onmyoji_boy_wt21-pirates_girl-lady_summoner_xm20-axe_0024-shield_0026_storyevent-spear_0020_boss_unique-spear_0020_boss_unique-acce_0018_decay-sword_0012@---,---,---,---,055,555.png",2022-01-15 17:51:00
911,SBelsidia,Bonnie,Beaucy,Teo,Strina,Jay,Aegaeon's Axe,Hanipaneus,Yata-no-Kagami,Yata-no-Kagami,The Spear of Gluttony,Yata-no-Kagami,4,3,6,6,1,6,1,6,6,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch_smr20-bee_girl-heavenly_two-lion_boy-cyber_battergirl-cat_shaman-axe_0025_decay-sword_0046_haniwa-acce_0014_boss_unique-acce_0014_boss_unique-spear_0021_boss_unique-acce_0014_boss_unique@325,505,055,---,---,---.png",2022-01-14 15:42:00
912,ACipher,Yuwel,Mizuchi,Samantha,Keylos,Liesel,Eldtide Staff,Spine of the Deep,Spine of the Deep,Spine of the Deep,Ballastaff,Spine of the Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-swallow_knight-onmyo_attendant-little_shaman-sniper-bishop_girl-staff_0015-sword_0025_boss_unique-sword_0025_boss_unique-sword_0025_boss_unique-axe_0027_coop-sword_0025_boss_unique@---,---,---,---,---,---.png",2022-01-14 14:37:00
913,ACipher,Rain,NYTrista,Samantha,Yuwel,Liesel,Claws of the Deep,Claws of the Deep,Nurarihyon,Ballastaff,Ballastaff,Ballastaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-spry_sailor-urban_soldier_ny21-little_shaman-swallow_knight-bishop_girl-fist_0020_boss_unique-fist_0020_boss_unique-main_chapter_orb_6-axe_0027_coop-axe_0027_coop-axe_0027_coop@---,---,---,---,---,---.png",2022-01-14 12:41:00
914,Nate,Saar,Seiji,Kaiyu,Mizuchi,Sha Suzu,Seafang Whip,Seafang Whip,Zub Akuly,Spine of the Deep,Spine of the Deep,Spine of the Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/hero_girl-deepsea_mage-psychic_seiji-depraved_monk-onmyo_attendant-student_gunsmith-sword_0049_raid_revival-sword_0049_raid_revival-acce_0020_boss_unique-sword_0025_boss_unique-sword_0025_boss_unique-sword_0025_boss_unique@---,---,---,---,---,---.png",2022-01-14 00:12:00
915,Fraxis,HRain,Sonia,Remnith,Rakisha,Mamnalia,Zlata Lalas,blank,SK509,blank,Hanilauncher,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/navy_officer-spry_sailor_hw21-brown_fighter-lakeside_guardian-drawing_witch-holy_mother-fist_0033_raid-blank-gun_0012_boss_unique-blank-gun_0015_haniwa-blank@---,---,---,---,---,---.png",2022-01-12 19:29:00
916,Fraxis,Rain,Rakisha,Selene,Haridal,Sonia,A Pirate's Life for Me,Ballastaff,Zlata Lalas,A Pirate's Life for Me,SK509,A Pirate's Life for Me,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/navy_officer-spry_sailor-drawing_witch-commander-desert_commander-brown_fighter-book_0019_coop-axe_0027_coop-fist_0033_raid-book_0019_coop-gun_0012_boss_unique-book_0019_coop@---,05-,---,---,---,---.png",2022-01-12 16:24:00
917,Fraxis,HRain,Sonia,Shirano,Reylas,Selene,Zlata Lalas,A Pirate's Life for Me,Bow of Celestial Service,A Treatise on War,SK509,A Pirate's Life for Me,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/navy_officer-spry_sailor_hw21-brown_fighter-fox_companion-freeze_eye-commander-fist_0033_raid-book_0019_coop-bow_0020_score-book_0004-gun_0012_boss_unique-book_0019_coop@---,---,---,---,5--,5--.png",2022-01-12 16:22:00
918,Alice,Rain,Seiji,Samantha,SShirano,HRain,Poseidon's Spear,Poseidon's Spear,Eldtide Staff,Poseidon's Spear,Calamari Claw,Poseidon's Spear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/alice-spry_sailor-psychic_seiji-little_shaman-fox_companion_smr21-spry_sailor_hw21-spear_0017-spear_0017-staff_0015-spear_0017-fist_0011-spear_0017@---,---,---,---,---,---.png",2022-01-12 12:12:00
919,ACipher,Rakisha,Sonia,Haridal,SShirano,Rain,Zlata Lalas,Ballastaff,SK509,SK509,Bow of Celestial Service,Uninscribed Bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-drawing_witch-brown_fighter-desert_commander-fox_companion_smr21-spry_sailor-fist_0033_raid-axe_0027_coop-gun_0012_boss_unique-gun_0012_boss_unique-bow_0020_score-bow_0001@---,---,---,---,---,---.png",2022-01-12 10:41:00
920,Rain,NYTrista,Rakisha,Selene,Sonia,Haridal,Zlata Lalas,A Pirate's Life for Me,Bow of Celestial Service,Ballastaff,SK509,Ballastaff,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/spry_sailor-urban_soldier_ny21-drawing_witch-commander-brown_fighter-desert_commander-fist_0033_raid-book_0019_coop-bow_0020_score-axe_0027_coop-gun_0012_boss_unique-axe_0027_coop@---,5--,---,---,---,---.png",2022-01-12 04:16:00
921,Haridal,HRain,Rakisha,Fraxis,Sonia,Selene,SK509,Ballastaff,Zlata Lalas,Ballastaff,Ballastaff,Ballastaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/desert_commander-spry_sailor_hw21-drawing_witch-navy_officer-brown_fighter-commander-gun_0012_boss_unique-axe_0027_coop-fist_0033_raid-axe_0027_coop-axe_0027_coop-axe_0027_coop@---,---,---,---,---,---.png",2022-01-12 03:15:00
922,ARegis,Zantetsu,Rudy,Bianca,Yuwel,Sha Suzu,Parashu,Ancestral Staff,Yata-no-Kagami,Yata-no-Kagami,Axe of Oblivion,Axe of Oblivion,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-samurai_robot-lady_android-lady_summoner-swallow_knight-student_gunsmith-axe_0024-spear_0023_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique-axe_0029_storyevent-axe_0029_storyevent@---,55-,---,---,---,5--.png",2022-01-12 00:34:00
923,ACipher,Mizuchi,Fraxis,Yuwel,Suizen,SShirano,Hanilauncher,A Pirate's Life for Me,Zlata Lalas,A Pirate's Life for Me,Spine of the Deep,Spine of the Deep,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-onmyo_attendant-navy_officer-swallow_knight-onmyoji_boy-fox_companion_smr21-gun_0015_haniwa-book_0019_coop-fist_0033_raid-book_0019_coop-sword_0025_boss_unique-sword_0025_boss_unique@---,---,---,05-,---,---.png",2022-01-12 00:25:00
924,ACipher,Suizen,SShirano,Mamnalia,PShuilong,Sonia,Spine of the Deep,Blaugandr,Zlata Lalas,Ballastaff,SK509,SK509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-onmyoji_boy-fox_companion_smr21-holy_mother-waterdragon_kunfu_proud-brown_fighter-sword_0025_boss_unique-staff_0025-fist_0033_raid-axe_0027_coop-gun_0012_boss_unique-gun_0012_boss_unique@---,---,---,---,---,---.png",2022-01-11 21:39:00
925,PShuilong,Fraxis,Rakisha,Rain,Sonia,Haridal,Bow of Celestial Service,Ballastaff,A Pirate's Life for Me,Ballastaff,Zlata Lalas,Ballastaff,0,0,0,0,0,0,6,0,0,1,6,0,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/waterdragon_kunfu_proud-navy_officer-drawing_witch-spry_sailor-brown_fighter-desert_commander-bow_0020_score-axe_0027_coop-book_0019_coop-axe_0027_coop-fist_0033_raid-axe_0027_coop@---,---,5--,05-,---,555.png",2022-01-11 20:22:00
926,PShuilong,Reylas,Rakisha,Selene,Haridal,HRain,SK509,SK509,Ballastaff,Ballastaff,A Pirate's Life for Me,Ballastaff,0,0,0,1,0,0,6,6,0,1,6,6,1,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/waterdragon_kunfu_proud-freeze_eye-drawing_witch-commander-desert_commander-spry_sailor_hw21-gun_0012_boss_unique-gun_0012_boss_unique-axe_0027_coop-axe_0027_coop-book_0019_coop-axe_0027_coop@---,0--,55-,055,0--,---.png",2022-01-11 14:10:00
927,Haridal,XReylas,SShirano,HRain,Rakisha,Sonia,SK509,Hanilauncher,Zlata Lalas,Hanilauncher,Hanilauncher,Hanilauncher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/desert_commander-freeze_eye_xm21-fox_companion_smr21-spry_sailor_hw21-drawing_witch-brown_fighter-gun_0012_boss_unique-gun_0015_haniwa-fist_0033_raid-gun_0015_haniwa-gun_0015_haniwa-gun_0015_haniwa@---,---,---,---,---,---.png",2022-01-11 13:46:00
928,ARegis,Botan,Zantetsu,Rudy,SIllumine,Sha Suzu,Ancestral Scepter,Whitetail's Axe,Ancestral Staff,Yata-no-Kagami,Ignition Piece,Lost Tome of Archeus,6,1,6,1,1,6,6,6,0,1,1,6,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-big_gunner-samurai_robot-lady_android-illusionist_smr20-student_gunsmith-staff_0020_boss_unique-axe_0017-spear_0023_boss_unique-acce_0014_boss_unique-acce_0002-book_0028_storyevent@505,005,55-,005,005,---.png",2022-01-11 10:01:00
929,WSuizen,Marnie,Ryunon,XBianca,Kikuno,Marina,Infernal Axe,Infernal Axe,Staff of the Ancient King,Infernal Axe,Spear of the Ancient King,Infernal Axe,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/onmyoji_boy_wt21-pretty_witch-shadow_redhood-lady_summoner_xm20-compliment_oiran-pirates_girl-axe_0030-axe_0030-staff_0017_boss_unique-axe_0030-spear_0020_boss_unique-axe_0030@---,---,---,---,005,---.png",2022-01-11 03:50:00
930,Alk,Love,Nimbus,AAlk,Nao,Kugui,Khopesh of Stardust,blank,Belt of Stardust,blank,Reach Out With Your Hand,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/alk-touyakiren_ceo-white_tiger-alk_1anv-psychic_nao-ekaki_onmyoji-sword_0057_newbie-blank-acce_0028_newbie-blank-main_chapter_orb_10-blank@---,---,---,---,---,---.png",2022-01-11 02:20:00
931,Zeta,Tohru,Nicola,Sha Suzu,Nao,Shirano,Flamewing Bow,The Book of Lies,Belt of Stardust,Flamewing Bow,Yata-no-Kagami,Yata-no-Kagami,6,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/zeta-psychic_tohru-sorceress_teacher-student_gunsmith-psychic_nao-fox_companion-bow_0019_raid-book_0005-acce_0028_newbie-bow_0019_raid-acce_0014_boss_unique-acce_0014_boss_unique@5--,---,05-,---,---,---.png",2022-01-11 01:38:00
932,Shota,HLove,Marianne,HRenoir,Primula,XBianca,Parashu,Tomahawk,Yata-no-Kagami,Yata-no-Kagami,Nurarihyon,Yata-no-Kagami,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,"https://eliya-bot.herokuapp.com/comp/psychic_shouta-touyakiren_ceo_hw21-battle_maid-fox_scientist_hw20-blackflower_wiz-lady_summoner_xm20-axe_0024-axe_0007-acce_0014_boss_unique-acce_0014_boss_unique-main_chapter_orb_6-acce_0014_boss_unique@---,---,5--,---,---,55-.png",2022-01-10 21:59:00
933,XArum,AArly,HSelgir,Karyl,Luna,Belsidia,The Scepter of Sloth,Jet Black Leather Bag,Parashu,24/7,Blood Staff,Blood Staff,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/devil_princess_xm20-devil_woman_soldier_1anv-blindness_gunner_1halfanv-kyaru-luna-dimension_witch-staff_0019_boss_unique-acce_0026_storyevent-axe_0024-staff_rare5_24_7-staff_0022-staff_0022@5--,---,---,---,---,---.png",2022-01-10 15:05:00
934,Orvelle,Libram,Lily Hoshikawa,Sha Suzu,Razelt,XBianca,Blade of Celestial Wealth,Lightcrest Bow,Yata-no-Kagami,Laser Pilum,Laser Pilum,Laser Pilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/high_priestess-blade_dancer-hoshikawa_ririi-student_gunsmith-prince_zero-lady_summoner_xm20-sword_0032_score-bow_0017_raid-acce_0014_boss_unique-spear_0027-spear_0027-spear_0027@---,---,---,---,---,---.png",2022-01-10 06:12:00
935,Karyl,AArly,Couette,DDenah,ACouette,XArum,Darkbane Gun,24/7,The Scepter of Sloth,24/7,Nakigitsune Staff,24/7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/kyaru-devil_woman_soldier_1anv-summoner_little-dark_psygirl_dst21-summoner_little_2anv-devil_princess_xm20-gun_0006_raid-staff_rare5_24_7-staff_0019_boss_unique-staff_rare5_24_7-staff_0029_boss_unique-staff_rare5_24_7@5--,---,---,---,---,5--.png",2022-01-10 03:56:00
936,Tink,Vyron,Fuku,Rolf,Memram,Bulleta,Maltet,Violet Storm,Philebus,Philebus,Gun of Celestial Insight,Philebus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/general_toyakiren-veteran_hunter-warashi-black_wolf_knight-horn_leader-combat_soldier-spear_0005-sword_0044_storyevent-book_0010-book_0010-gun_0011_score-book_0010@---,---,---,---,---,---.png",2022-01-10 02:34:00
937,HSelgir,NYBelsidia,Couette,DDenah,ACouette,Karyl,Nakigitsune Staff,A Treatise on War,Sessho-seki Dagger,Nakigitsune Staff,Yata-no-Kagami,Nakigitsune Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/blindness_gunner_1halfanv-dimension_witch_ny22-summoner_little-dark_psygirl_dst21-summoner_little_2anv-kyaru-staff_0029_boss_unique-book_0004-sword_0040_boss_unique-staff_0029_boss_unique-acce_0014_boss_unique-staff_0029_boss_unique@---,---,---,---,---,---.png",2022-01-10 02:18:00
938,HAmelia,Vivi,Toraetty,Cipher,Rakisha,Mizuchi,Claws of the Deep,Axe of Oblivion,Sabre d'Eau,Oxhead Axe,Golova Akuly,Golova Akuly,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/mermaid_1halfanv-shy_assassin-heavenly_three-ice_witch-drawing_witch-onmyo_attendant-fist_0020_boss_unique-axe_0029_storyevent-sword_0037_coop-axe_0012-fist_0029_boss_unique-fist_0029_boss_unique@555,555,---,555,555,555.png",2022-01-10 02:10:00
939,Cody,Vyron,Olivia,Couette,ACouette,Tae,Hanikori,The Hand of Orcus,Iwatoshi,The Hand of Orcus,Senji Ryakketsu,Nakigitsune Staff,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/revenge_rabbit-veteran_hunter-olivia-summoner_little-summoner_little_2anv-yamada_tae-axe_0036_haniwa-fist_0009-spear_0035_boss_unique-fist_0009-book_0009-staff_0029_boss_unique@---,555,555,5--,---,---.png",2022-01-10 01:17:00
940,SSera,Beaucy,Rudy,Kazuchi,ARegis,NYBelsidia,Ancestral Staff,Ancestral Staff,A Treatise on War,Ancestral Staff,Parashu,Whitetail's Axe,0,0,0,6,0,0,2,0,0,1,5,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/machine_police_girl_smr21-heavenly_two-lady_android-oni_girl-rec_android_1anv-dimension_witch_ny22-spear_0023_boss_unique-spear_0023_boss_unique-book_0004-spear_0023_boss_unique-axe_0024-axe_0017@---,5--,1--,04-,---,---.png",2022-01-09 17:17:00
941,ARegis,NYBelsidia,SSera,Beaucy,SIllumine,Sha Suzu,Parashu,Crimson Orcfist,Yata-no-Kagami,Lost Tome of Archeus,Ancestral Staff,Lost Tome of Archeus,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-dimension_witch_ny22-machine_police_girl_smr21-heavenly_two-illusionist_smr20-student_gunsmith-axe_0024-fist_0004-acce_0014_boss_unique-book_0028_storyevent-spear_0023_boss_unique-book_0028_storyevent@5--,---,---,5--,---,005.png",2022-01-09 12:51:00
942,HSelgir,Couette,DDenah,Primula,ACouette,NYBelsidia,Blade of Celestial Strife,Nakigitsune Staff,Nakigitsune Staff,Nakigitsune Staff,Sessho-seki Dagger,Nakigitsune Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/blindness_gunner_1halfanv-summoner_little-dark_psygirl_dst21-blackflower_wiz-summoner_little_2anv-dimension_witch_ny22-sword_0056_score-staff_0029_boss_unique-staff_0029_boss_unique-staff_0029_boss_unique-sword_0040_boss_unique-staff_0029_boss_unique@---,---,---,---,---,---.png",2022-01-09 11:55:00
943,ARegis,NYBelsidia,Sera,Sha Suzu,SIllumine,Beaucy,Parashu,Whitetail's Axe,Ancestral Staff,Lost Tome of Archeus,Yata-no-Kagami,Lost Tome of Archeus,6,1,6,0,0,0,0,0,0,1,1,6,6,1,6,1,6,6,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-dimension_witch_ny22-machine_police_girl-student_gunsmith-illusionist_smr20-heavenly_two-axe_0024-axe_0017-spear_0023_boss_unique-book_0028_storyevent-acce_0014_boss_unique-book_0028_storyevent@505,---,---,005,505,055.png",2022-01-09 05:29:00
944,NYOrvelle,Zantetsu,Bianca,XBianca,Eclair,Razelt,Parashu,Ukonvasara,Yata-no-Kagami,Yata-no-Kagami,Death's Sickle,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/high_priestess_ny22-samurai_robot-lady_summoner-lady_summoner_xm20-bodysuit_trooper-prince_zero-axe_0024-axe_0008-acce_0014_boss_unique-acce_0014_boss_unique-axe_0010-acce_0014_boss_unique@---,---,---,55-,---,---.png",2022-01-09 02:03:00
